Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
SANA,Sana Biotechnology Inc.,3.8800,2.82; 2.77; 2.68; 2.85; 2.83; 3.04; 3.15; 3.36; 3.35; 3.28; 3.26; 3.42; 3.45; 3.49; 3.56; 4.01; 3.97; 4.12; 3.98,UP421,NCT06239636,Type 1 diabetes,phase1,Data Released,Conference Presentation,2026-10-02,"Phase 1 data to be shared at EASD on October 2, 2026. Phase 1 study 14-month results from more than 1 year after cell transplantation, demonstrated sustained survival and function of pancreatic beta cells, as measured by the presence of circulating C-peptide, a biomarker of endogenous insulin production by the transplanted beta cells, noted on March 13, 2026.",European Association for the Study of Diabetes (EASD26) 28/09/2026 ET - 02/10/2026 ET Conference Calendar,100,100,Bull -% / Neutral -% / Bear -%,1079771369,2026-07-01 12:15:16,278291590
NAMS,NewAmsterdam Pharma Company N.V.,35.6150,29.33; 30.26; 30.4; 30.6; 30.19; 30.15; 29.83; 30.82; 31.4; 32.63; 31.73; 33.24; 33.87; 33.89; 35.17; 34.83; 34.9; 36.99; 35.83,Obicetrapib - (BROADWAY),NCT05142722,Heterozygous Familial Hypercholesterolemia and/or Established Atherosclerotic Cardiovascular Disease,phase3,Ongoing,Conference Presentation,2026-07-14,"Phase 3 data to be shared at AAIC on July 14, 2026. Phase 3 additional data shared at ACC.26 on March 28, 2026. Phase 3 full results from AAIC reported a significantly reduced absolute levels of plasma p-tau217, a key biomarker of Alzheimer's disease pathology, in both the full analysis set (p=0.0019) and in ApoE4 carriers (p=0.0215), noted July 30, 2025.",Alzheimer's Association International Conference (AAIC 2026) 12/07/2026 ET - 15/07/2026 ET Conference Calendar,100,100,Bull -% / Neutral -% / Bear -%,4163535212,2026-07-01 08:32:27,116903979
EVAX,Evaxion A/S,3.2900,3.79; 3.61; 3.64; 3.6; 3.42; 3.32; 3.05; 3.42; 3.39; 3.38; 3.14; 3.09; 3.2; 3.1; 3.2; 3.41; 3.38; 3.31; 3.25,EVX-V1,,Cytomegalovirus (CMV) vaccine,phase0,Ongoing,Conference Presentation,2026-07-12,"Preclinical data to be shared at the International Herpesvirus Workshop (IHW) 2026 on July 12, 2026. Preclinical data showed its novel antigens block infection and reduce viral spread, noted November 20, 2025. Preclinical data reported successfully induced a specific immune response comparable to that of the conventional gB antigen, noted November 12, 2024.",,100,100,Bull -% / Neutral -% / Bear -%,27439307,2026-07-01 08:16:56,8340215
CADL,Candel Therapeutics Inc.,9.9600,8.35; 8.16; 8.56; 8.56; 7.97; 7.99; 8.31; 9.15; 9.08; 9.27; 9.47; 9.79; 10.36; 10.3; 9.88; 9.83; 10.03; 9.85; 9.88,Aglatimagene besadenovec (CAN-2409) - (ULYSSES),NCT02768363,Prostate Cancer (Active Surveillance),phase4,Trial Planned,Submission,2026-12-31,"Phase 3 data demonstrated 30% improvement in disease-free survival (DFS) in patients with localized prostate cancer undergoing standard-of-care radiotherapy with curative intent combined with aglatimagene besadenovec (aglatimagene) plus valacyclovir compared to placebo plus valacyclovir, noted June 2, 2026.  BLA submission planned 4Q 2026.",,100,100,Bull -% / Neutral -% / Bear -%,729771580,2026-07-01 08:14:00,73270239
RNA,Atrium Therapeutics Inc.,12.9700,11.67; 12.43; 12.37; 12.75; 12.61; 12.48; 12.66; 12.94; 12.81; 12.83; 12.78; 13.19; 13.65; 13.45; 13.3; 13.65; 13.01; 13.24; 13.37,Delpacibart braxlosiran (del-brax) - (FORTITUDE),NCT05747924,Facioscapulohumeral Muscular Dystrophy (FSHD),phase3,Ongoing,Topline Data,2028-12-31,"Phase 1/2 topline data demonstrate improvement in function, strength, and PROs and rapid and significant reduction in biomarkers, noted June 9, 2025. Phase 3 FORTITUDE-3 readout and global regulatory submissions expected in 2028.",,100,100,Bull -% / Neutral -% / Bear -%,221860190,2026-07-01 07:51:11,17105643
HRMY,Harmony Biosciences Holdings Inc.,37.6000,35.48; 35.2; 34.46; 34.18; 33.83; 33.77; 33.28; 33.43; 34.16; 34.45; 34.13; 35.47; 35.34; 36.41; 36; 37.26; 37.01; 38.26; 38.08,WAKIX - (Pitolisant GR),,GI symptoms,phase5,Ongoing,Regulatory Decision,2027-03-31,PDUFA date in 1Q 2027.,,100,100,Bull -% / Neutral -% / Bear -%,2176764618,2026-07-01 07:38:48,57892676
BMRN,BioMarin Pharmaceutical Inc.,59.8700,56.17; 55.54; 55.95; 55.65; 55.12; 55.02; 54.69; 55.9; 56.5; 57.33; 57.35; 59; 57.67; 57.22; 57.82; 58.99; 58.79; 60.35; 59.75,VOXZOGO - (ASPEN),NCT07441876,Hypochondroplasia,phase4,Trial Planned,Submission,2026-09-30,sNDA submitted with acceptance expected by 3Q 2026.,,100,100,Bull -% / Neutral -% / Bear -%,11571939303,2026-06-30 19:36:51,193284438
PBYI,Puma Biotechnology Inc,7.8650,7.02; 7.23; 7.33; 7.07; 7.17; 7.23; 7.56; 7.66; 8.04; 7.95; 7.67; 8.11; 8.19; 8.11; 7.99; 8.26; 8.22; 7.96; 8.13,Alisertib - (PUMA-ALI-4201) - (ALISCA-Lung1),NCT04085315,Small Cell Lung Cancer (SCLC),phase2,Data Released,Interim Data,2026-12-31,"Phase 2 interim data due in 2H 2026. Phase 2 data shared at ASCO study identified alisertib 30mg twice daily as the recommended dose, with a 9.5% overall response rate and 81% disease control rate across 21 evaluable patients, the response rate was 25% with a median progression-free survival of 8 months, compared to no responses in TP53 mutant patients., noted June 4, 2024.",,100,100,Bull -% / Neutral -% / Bear -%,400324221,2026-06-30 19:28:36,50899456
PBYI,Puma Biotechnology Inc,7.8650,7.02; 7.23; 7.33; 7.07; 7.17; 7.23; 7.56; 7.66; 8.04; 7.95; 7.67; 8.11; 8.19; 8.11; 7.99; 8.26; 8.22; 7.96; 8.13,PUMA-ALI-1201 - (ALISCA-Breast1),NCT06369285,HER-2 Recurrent or metastatic breast cancer,phase2,Ongoing,Interim Data,2026-12-31,"Phase 2 was initiated, noted November 20, 2024. Phase 2 initial data expected in 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,400324221,2026-06-30 19:27:37,50899456
ACTU,Actuate Therapeutics Inc.,1.3050,1.95; 1.99; 2.02; 2.05; 2.03; 2.05; 2.07; 2.01; 1.93; 1.95; 1.96; 1.68; 1.58; 1.53; 1.44; 1.52; 1.4; 1.52; 1.33,Elraglusib in Combination with FOLFIRINOX and Losartan,NCT05077800,Previously Untreated Metastatic Pancreatic Cancer,phase2,Enrollment Conclusion,Full Results,2026-12-31,"Phase 2 enrollment completed February 25, 2025. Phase 2 final results due in 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,31223237,2026-06-30 19:25:59,23925852
VSTM,Verastem Inc.,5.2350,3.76; 3.94; 4.1; 4; 4.01; 4.17; 4.12; 4.25; 4.21; 3.85; 3.45; 3.78; 3.82; 3.82; 4.1; 4.5; 4.46; 4.85; 5.08,GFH375/VS-7375 - (TARGET-D 101),NCT07659782,Cancer KRAS G12D,phase1,Data Released,Interim Data,2026-12-31,"Phase 1/2 demonstrated encouraging clinical activity along with a favorable safety and tolerability profile across multiple dose levels and tumor types, noted June 23, 2026. Phase 2 enrollment ongoing with data later in 2026.",,100,100,Bull -% / Neutral -% / Bear -%,460018500,2026-06-30 19:03:50,87873639
CABA,Cabaletta Bio Inc.,3.1994,3.04; 3.01; 3.01; 3.01; 2.8; 2.84; 2.84; 3.01; 3.02; 3.03; 2.92; 3.04; 3.11; 3.11; 2.99; 3.19; 3.01; 3.1; 3.13,"Resecabtagene autoleucel (rese-cel, formerly referred to as CABA-201) - (RESET-PV)",NCT04422912,Pemphigus vulgaris (PV),phase1,Ongoing,Interim Data,2026-12-31,Additional durability data from patients dosed at the initial dose and initial clinical data with durability data due in 2H 2026.,,100,100,Bull -% / Neutral -% / Bear -%,521677514,2026-06-30 18:51:50,163054796
MRKR,Marker Therapeutics Inc.,1.5752,1.43; 1.37; 1.38; 1.35; 1.35; 1.35; 1.33; 1.37; 1.37; 1.31; 1.31; 1.315; 1.46; 1.47; 1.45; 1.47; 1.48; 1.68; 1.61,Neldaleucel (MT-601) - (APOLLO),NCT05798897,Lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell treatment,phase1,Data Released,Interim Data,2026-12-31,"Phase 1 data update due in 2026. Phase 1 data  to presented at ASH 2025 on December 6, 2026 demonstrated robust safety profile with no dose limiting toxicities (DLTs) or immune-effector cell associated neurotoxicity syndrome (ICANS) in the dose escalation cohort, noted November 3, 2025. Phase 1 additional data update expected 1H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,26263510,2026-06-30 18:42:33,16673127
ALLO,Allogene Therapeutics Inc.,2.0950,1.78; 1.88; 1.9; 1.94; 1.9; 1.96; 2; 2.1; 2.07; 2.05; 2.06; 2.13; 2.22; 2.08; 2.11; 2.08; 2.09; 2.15; 2.12,ALLO-329 - (RESOLUTION),NCT07085104,Autoimmune Disease (AID),phase1,Ongoing,Initial Data,2026-12-31,"Preclinical data published in Nature Communications  demonstrated a novel approach to enhance allogeneic CAR T cell activity and persistence in these settings, noted April 15, 2026. IND cleared by the FDA, noted January 28, 2025. Phase 1 proof-of-concept data due in 4Q 2026.",,100,100,Bull -% / Neutral -% / Bear -%,723098805,2026-06-30 18:36:19,345154561
IONS,Ionis Pharmaceuticals Inc.,64.5075,73.32; 73.82; 73.275; 73.96; 73.09; 74.31; 74.12; 75.89; 75.99; 76.52; 78.34; 81.18; 80.69; 79.29; 79.19; 81.8; 83.18; 86.33; 84.46,Pelacarsen (TQJ230) (AKCEA-APO(a)-LRx),NCT03070782,Hyperlipoproteinemia(a) and established cardiovascular disease,phase3,Ongoing,Initial Data,2026-12-31,Phase 3 data due 2026.,,100,100,Bull -% / Neutral -% / Bear -%,10660674331,2026-06-30 17:43:55,165262556
BMEA,Biomea Fusion Inc.,1.2950,1.15; 1.19; 1.17; 1.2; 1.16; 1.2; 1.18; 1.23; 1.23; 1.25; 1.23; 1.32; 1.39; 1.47; 1.36; 1.41; 1.38; 1.4; 1.3,BMF-650 (GLP-131),NCT07223216,Obesity,phase1,Enrollment Initiation,Initial Data,2026-09-30,"Phase 1 initial 28-day clinical weight reduction data anticipated 3Q 2026. Biomea Fusion announced the expansion of its ongoing Phase I BMF-650 study to evaluate a rapid one-step titration schedule and enhanced weight loss potential for its oral GLP-1 receptor agonist. Noted June 8,2026",,100,100,Bull -% / Neutral -% / Bear -%,93627775,2026-06-30 17:39:51,72299440
ACET,Adicet Bio Inc.,9.0400,7.31; 7.55; 8.05; 8.11; 7.76; 8.1; 8.1; 8.23; 8.15; 8.25; 7.9; 8.37; 8.56; 8.64; 8.62; 9; 9.07; 8.6; 9.25,"Prulacabtagene leucel (prula-cel, formerly ADI-001)",NCT04911478,Systemic lupus erythematosus (SLE),phase2,Ongoing,Interim Data,2026-08-31,"FDA granted Fast Track Designation, noted February 5, 2025. Phase 2 trial update due in mid-2026.",,100,100,Bull -% / Neutral -% / Bear -%,84508053,2026-06-30 17:18:23,9348236
