Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
IMMX,Immix Biopharma Inc.,8.1000,10.1; 9.94; 8.99; 8.86; 8.94; 8.67; 8.78; 8.84; 8.73; 8.84; 9; 9.22; 8.365; 8.44; 8.42; 7.93; 7.87; 8.01; 8.18; 8.1,NXC-201 (HBI10101) - (NEXICART-2),NCT06097832,Relapsed/refractory AL Amyloidosis,phase1,Enrollment Conclusion,Full Results,2026-09-30,"Interim NEXICART-2 data reported that the complete response rate increased to 95% (19 of 20 patients) with no relapses observed to-date among patients who achieved complete response, noted May 21, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,565303990,2026-05-21 07:58:54,69790616
BAYRY,Bayer AG ADR,10.4000,11.03; 10.9; 11.02; 11.05; 11.34; 11.28; 11.11; 10.92; 11.01; 10.94; 10.55; 10.15; 9.88; 9.94; 10.28; 10.3; 10.15; 10.19; 10.16; 10.4,KERENDIA (finerenone) - (FINE-ONE),NCT05901831,Type 1 Diabetes and Chronic Kidney Disease,phase5,Ongoing,Regulatory Decision,2026-12-31,PDUFA Priority Review date by early 4Q 2026.,,100,100,Bull -% / Neutral -% / Bear -%,40544641864,2026-05-21 07:42:39,3929680000
CGTX,Cognition Therapeutics Inc.,1.2000,1.2; 1.14; 1.09; 1.11; 1.29; 1.25; 1.26; 1.24; 1.19; 1.19; 1.18; 1.25; 1.35; 1.42; 1.36; 1.29; 1.21; 1.15; 1.14; 1.2,Zervimesine (CT1812) - (SHIMMER),NCT05225415,Dementia with Lewy Bodies (DLB),phase2,Type Meeting,End of Phase Meeting,2026-06-30,"Meeting noted due in June 2026. Expanded access program (EAP) extended by th eFDA, noted February 5, 2026. Type C meeting completed noted January 27, 2026. Phase 2 data from AD/PD resulted in an 86% slowing of decline on NPI-12 vs placebo in that Phase 2 study, noted March 17, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,107397618,2026-05-21 07:37:31,89498015
BGNE,BeiGene Ltd.,184.7100,,BGB-16673-101 - (CaDAnCe-101),,Relapsed or refractory (R/R) CLL/SLL,phase1,Data Released,Conference Presentation,2026-06-11,"Phase 1 data to be presented at EHA on June 11–14, 2026.",European Hematology Association Congress (EHA26) 11/06/2026 ET - 14/06/2026 ET Conference Calendar,100,100,Bull -% / Neutral -% / Bear -%,19693415398,2026-05-21 07:19:35,106618025
ONC,BeOne Medicines Ltd.,260.2700,304.62; 293.27; 293.09; 297.01; 308.74; 309.62; 310.25; 302.44; 300.01; 290.58; 287.92; 279.68; 274.69; 279; 279.93; 270.1; 270.8; 268.17; 263.61; 260.27,BGB-16673-101 - (CaDAnCe-101),,Relapsed or refractory (R/R) CLL/SLL,phase1,Data Released,Conference Presentation,2026-06-11,"Phase 1 data to be presented at EHA on June 11–14, 2026.",European Hematology Association Congress (EHA26) 11/06/2026 ET - 14/06/2026 ET Conference Calendar,100,100,Bull -% / Neutral -% / Bear -%,28935263747,2026-05-21 07:19:35,111174026
IMVT,Immunovant Inc.,32.8800,28.96; 27.49; 26.53; 26.29; 35.56; 34.13; 34.15; 33.83; 33.41; 33.5; 33.3; 32.86; 30.92; 31.15; 32.67; 31.11; 30.8; 31.61; 31.18; 32.88,IMVT-1402,NCT06727604,"Autoimmune diseases, Graves' Disease",phase3,Ongoing,Interim Data,2026-12-31,"Phase 1 study showed clinically meaningful response rates of 72.7% ACR20, 54.5% ACR50 and 35.8% ACR70 at Week 16 in the open label period of its trial in difficult-to-treat rheumatoid arthritis (D2T RA), noted May 20, 2026. Further updates on this program in 2H 2026. In calendar year 2027, topline results are expected across three indications from the potentially registrational trials of IMVT-1402 in GD, MG, and D2T RA.",,100,100,Bull -% / Neutral -% / Bear -%,6750557191,2026-05-20 16:27:24,205308917
IMVT,Immunovant Inc.,32.8800,28.96; 27.49; 26.53; 26.29; 35.56; 34.13; 34.15; 33.83; 33.41; 33.5; 33.3; 32.86; 30.92; 31.15; 32.67; 31.11; 30.8; 31.61; 31.18; 32.88,IMVT-1402,NCT06754462,Difficult-to-treat rheumatoid arthritis (D2T RA),phase1,Ongoing,Topline Data,2026-12-31,"Phase 1 study showed clinically meaningful response rates of 72.7% ACR20, 54.5% ACR50 and 35.8% ACR70 at Week 16 in the open label period of its trial in difficult-to-treat rheumatoid arthritis (D2T RA), noted May 20, 2026. Further updates on this program in 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,6750557191,2026-05-20 16:25:52,205308917
ROIV,Roivant Sciences Ltd.,29.7300,29.5; 29.29; 28.55; 28.21; 32.41; 30.88; 29.96; 29.665; 29.58; 29.88; 29.99; 29.09; 28.25; 28.7; 29.53; 28.58; 28.49; 29.05; 28.41; 29.73,IMVT-1402,NCT06754462,Difficult-to-treat rheumatoid arthritis (D2T RA),phase1,Ongoing,Topline Data,2026-12-31,"Phase 1 study showed clinically meaningful response rates of 72.7% ACR20, 54.5% ACR50 and 35.8% ACR70 at Week 16 in the open label period of its trial in difficult-to-treat rheumatoid arthritis (D2T RA), noted May 20, 2026. Further updates on this program in 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,21383908546,2026-05-20 16:25:52,719270385
ELDN,Eledon Pharmaceuticals Inc.,3.5700,3.95; 3.8; 3.58; 3.58; 3.84; 3.89; 3.89; 3.89; 3.9; 3.87; 3.81; 3.76; 3.53; 3.49; 3.6; 3.41; 3.58; 3.55; 3.46; 3.57,Tegoprubart (AT-1501) - (BESTOW),NCT05983770,Kidney transplant rejection,phase2,Data Released,Interim Data,2026-06-22,"Phase 2 data to be shared at ATC on June 22, 2026. Phase 1 data presented at ASTS on January 23, 2026. Phase 2 topline data presented at ASN reported an overall mean 12-month estimated glomerular filtration rate (eGFR) of approximately 69 mL/min/1.73 m², noted November 6, 2025. Phase 2 study enrollment completed, noted September 4, 2024.",American Transplant Congress (ATC) 03/06/2023 ET - 07/06/2023 ET Conference Calendar,100,100,Bull -% / Neutral -% / Bear -%,275560528,2026-05-20 16:08:54,77187823
DMAC,DiaMedica Therapeutics Inc.,5.4600,6.36; 6.06; 5.68; 5.57; 5.72; 5.77; 5.91; 6.32; 6.1; 6.16; 5.99; 5.84; 5.77; 5.65; 5.84; 5.64; 5.61; 5.42; 5.33; 5.46,Rinvecalinase Alfa (DM199) - (ReMEDy2),NCT05065216,Acute ischaemic stroke (AIS),phase3,Ongoing,Interim Data,2026-12-31,"Phase 2/3 enrollment completion reached 75% , noted May 20, 2026. Phase 2/3 interim analysis expected by year end 2026.",,100,100,Bull -% / Neutral -% / Bear -%,294203064,2026-05-20 15:03:12,53883345
MTVA,MetaVia Inc.,2.0100,1.19; 1.11; 1.11; 1.88; 2.89; 2.87; 3.85; 2.97; 3.34; 3.1; 2.84; 2.73; 2.71; 2.68; 2.45; 2.57; 2.22; 1.89; 1.96; 2.01,Vanoglipel (DA-1241),NCT06054815,Metabolic dysfunction-associated steatohepatitis (MASH),phase2,Data Released,,2026-06-30,"End of Phase 2 meeting with FDA due in 1H 2026. Phase 2a 16-week data presented at the AASLD  2025 demonstrated clinically meaningful reductions in HbA1c, improvements in liver inflammation and fribrosis and favorable changes in plasma lipidomic profiles, noted November 7, 2025.",,100,100,Bull -% / Neutral -% / Bear -%,10380384,2026-05-20 08:16:41,5164370
BLTE,Belite Bio Inc,136.8500,149.95; 143; 142.9; 139.7; 143.36; 144.25; 137.3; 142.01; 142.09; 148; 144.18; 147; 134.93; 137.23; 144.46; 143.35; 139.63; 141.42; 136.62; 136.85,Tinlarebant (LBS-008) - (DRAGON),NCT05244304,Adolescent Stargardt disease (STGD1),phase4,Ongoing,Submission,2026-06-30,"NDA rolling submission initiated April 21, 2026, to be completed by end of 2Q 2026. Phase 3 2-year topline data demonstrated a clinically meaningful 35.7% reduction in the growth rate of atrophic retinal lesions compared to placebo along with a strong safety profile, noted April 27, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,5383673526,2026-05-20 07:41:04,39339960
SKYE,Skye Bioscience Inc.,0.7995,0.8712; 0.8136; 0.7777; 0.7252; 0.769; 0.7147; 0.8293; 0.8221; 0.8285; 0.8499; 0.7754; 0.76; 0.7138; 0.7701; 0.7748; 0.7332; 0.77; 0.7509; 0.78; 0.7995,Nimacimab - (CBeyond),NCT06577090,Obesity,phase2,Data Released,Topline Data,2026-12-31,"Cohort Review Committee (CRC) safety data review from Part C Expansion Study, and for approving the opening of enrollment in Cohort 2 has unanimously approved opening the second cohort of the CBeyond Part C Expansion study, noted May 20, 2026. Phase 2a study Part C dosing commenced, noted April 2, 2026. Phase 2a data showed that the combination of nimacimab with semaglutide led to 22.3% total weight loss without a plateau, suggesting continued efficacy beyond one year. In addition, participants who stopped treatment regained only 17.8% of lost weight, compared to 37.3% in those on semaglutide alone, These results support further dose optimization and a Phase 2b program, with full topline results expected in 4Q 2026.",,100,100,Bull -% / Neutral -% / Bear -%,28097406,2026-05-20 07:23:39,35143722
CGEM,Cullinan Therapeutics Inc.,12.9800,16.15; 15.73; 14.87; 14.175; 14.33; 13.98; 13.84; 15.46; 15.52; 15.36; 16.44; 16.21; 15.34; 15.21; 14.43; 13.51; 13.28; 13.18; 12.05; 12.98,CLN-049 - (Florentine),NCT05143996,Acute myeloid leukemia (AML),phase1,Data Released,Interim Data,2026-12-31,"Phase 1 update planned 2H 2026. Phase 1/2 initiation planned 4Q 2026. Phase 1 data presented at ASH reported that the CR/CRh rate was 31% (5/16) and CRc rate was 31%, noted December 8, 2025. Phase 1 trial first patient dosed, noted January 13, 2022. Preliminary safety data from an ongoing first-in-human study were published in abstract form as part of the 2023 EHA Congress in June 2023.",,100,100,Bull -% / Neutral -% / Bear -%,797725437,2026-05-19 08:17:59,61458046
BIVI,BioVie Inc.,1.6600,1.38; 1.31; 1.36; 1.31; 1.35; 1.48; 1.52; 1.44; 1.48; 1.44; 1.42; 1.49; 1.7; 1.65; 1.72; 1.6; 1.67; 1.67; 1.63; 1.66,Bezisterim (NE3107) - (SUNRISE-PD),NCT05083260,Parkinson's disease,phase2,Data Released,Topline Data,2026-09-30,"Phase 2 abstract shared reported that last patient evaluation visit has been completed, noted May 19, 2026. Phase 2 topline results expected 3Q 2026. Phase 2a fulling enrolled October 19, 2022. Phase 2a trial met primary endpoints, noted December 6, 2022. Additional Phase 2a data reported significant improvement of -2.4 points for the sleep/fatigue domain of the Non-Motor Symptom Scale (NMSS) in Parkinson's Disease, whereas placebo patients experienced a worsening of +1.0 points, noted March 1, 2024.",,100,100,Bull -% / Neutral -% / Bear -%,12519453,2026-05-19 08:10:04,7541839
IMUX,Immunic Inc.,13.0700,12.655; 12.08; 11.66; 11.6; 11.55; 12.3; 13.05; 12.97; 14; 14.97; 14.96; 15.13; 14.64; 14.17; 14.43; 12.77; 12.06; 12.26; 11.71; 13.07,Vidofludimus Calcium - (ENSURE),,Progressive Multiple Sclerosis,phase3,Ongoing,Topline Data,2026-12-31,"Phase 3 enrollment completed, noted June 5, 2025. Phase 3 data anticipated in the year end 2026. NDA due in mid-2027.",,100,100,Bull -% / Neutral -% / Bear -%,178033345,2026-05-19 07:27:17,13621526
RHHBY,Roche Holding AG ADR,51.3500,51.29; 51.09; 51.1; 51.86; 51.94; 52.71; 53.34; 52.6; 52.47; 52.36; 52.4; 50.2199; 49.07; 49; 51.57; 51.48; 50.55; 50.23; 50.42; 51.35,Lunsumio + Polivy - (SUNMO),,2L+ Diffuse Large B-Cell Lymphoma (DLBCL),phase5,Trial Completed,Regulatory Decision,2026-12-31,"Regulatory approval due in 2026. Phase 3 trial data  presented at ASH reported an overall response rate (ORR) was 77.5% (95% CI: 61.6–89.2) vs 50.0% (95% CI: 33.8–66.2) and median progression-free survival was 25.4 (95% CI: 9.2– not evaluable ) vs 6.4 months, noted December 9, 2025. Phase 3 trial met primary endpoint in April 2025.",,100,100,Bull -% / Neutral -% / Bear -%,327127094258,2026-05-19 04:29:04,6370537376
RHHBY,Roche Holding AG ADR,51.3500,51.29; 51.09; 51.1; 51.86; 51.94; 52.71; 53.34; 52.6; 52.47; 52.36; 52.4; 50.2199; 49.07; 49; 51.57; 51.48; 50.55; 50.23; 50.42; 51.35,Giredestrant in combination with everolimus - (evERA),NCT05306340,ER-positive advanced breast cancer,phase5,Data Released,,2026-12-18,"PDUFA data due in December 18, 2026. NDA accepted announced February 20, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,327127094258,2026-05-19 04:27:44,6370537376
BEAM,Beam Therapeutics Inc.,29.4100,29.53; 27.93; 26.81; 26.33; 27.11; 27.67; 28.64; 29.79; 31.89; 32.8; 32.93; 31.14; 28.96; 29.55; 32.84; 29.4; 29.78; 30.47; 29.49; 29.41,BEAM-302,NCT06389877,Severe alpha-1 antitrypsin deficiency (AATD),phase1,Ongoing,Conference Presentation,2026-12-31,Phase 1/2 data presented at ATS on May 18 2026. Phase 1/2 pivotal cohort to be initiated in 2H 2026. Additional data to be presented at a medical conference in 2026.,,100,100,Bull -% / Neutral -% / Bear -%,3025677684,2026-05-18 16:32:55,102879214
SVRA,Savara Inc.,5.2700,5.27; 5.03; 4.91; 4.72; 5.08; 5.06; 5.02; 5.14; 5.21; 5.09; 5.2; 5.15; 5.25; 5.25; 5.3; 5.09; 5.06; 4.93; 5.09; 5.27,MOLBREEVI (Molgradex) - (IMPALA-2),NCT04544293,Autoimmune pulmonary alveolar proteinosis (aPAP),phase5,Ongoing,Regulatory Decision,2026-11-22,"PDUFA target date extended by 3 Months to November 22, 2026. Advisory Committee meeting is not planned.",,100,100,Bull -% / Neutral -% / Bear -%,1079966407,2026-05-18 16:04:47,204927212
BAYRY,Bayer AG ADR,10.4000,11.03; 10.9; 11.02; 11.05; 11.34; 11.28; 11.11; 10.92; 11.01; 10.94; 10.55; 10.15; 9.88; 9.94; 10.28; 10.3; 10.15; 10.19; 10.16; 10.4,HYRNUO (sevabertinib) - (SOHO-01),NCT05099172,HER2-mutated non-small cell lung cancer (NSCLC),phase5,Ongoing,Regulatory Decision,2026-11-30,"FDA granted Priority Review designation, noted May 18, 2026. Possible PDUFA date expected around November 2026.",,100,100,Bull -% / Neutral -% / Bear -%,40544641864,2026-05-18 09:58:40,3929680000
OSTX,OS Therapies Incorporated,1.7100,1.88; 1.88; 1.73; 1.76; 1.83; 1.82; 1.73; 1.75; 1.89; 1.98; 2.14; 1.87; 1.83; 1.8; 1.85; 1.78; 1.79; 1.74; 1.69; 1.71,OST-504 (ADXS-504),NCT05077098,Prostate Cancer,phase1,Ongoing,Interim Data,2026-06-30,"Phase 1b data due in 1H 2026. Phase 1b trial initiation announced July 15, 2021. Phase 1b final patient enrolled September 12, 2025.",,100,100,Bull -% / Neutral -% / Bear -%,76160161,2026-05-18 09:42:40,44538106
DWTX,Dogwood Therapeutics Inc.,1.5700,1.98; 1.83; 1.7; 1.85; 1.84; 1.81; 1.79; 1.78; 1.71; 1.67; 1.69; 1.7; 1.67; 1.61; 1.68; 1.5; 1.46; 1.45; 1.49; 1.57,Halneuron - (HALT-CINP / HAL-CINP-203),NCT06848348,Chemotherapy-induced Neuropathic Pain,phase2,Data Released,Topline Data,2026-09-30,"Phase 2b topline data due 3Q 2026 (fall 2026). Phase 2b data update reported an overall study dropout rate of approximately 4.4%, noted December 22, 2025. Phase 3 trial start due in 1H 2027.",,100,100,Bull -% / Neutral -% / Bear -%,52798398,2026-05-18 09:30:50,33629553
NTHI,NeOnc Technologies Holdings Inc.,4.5000,5.46; 5.5; 5.34; 5.48; 5.42; 5.36; 5.34; 5.14; 4.835; 4.79; 4.64; 4.54; 4.58; 4.35; 4.565; 4.42; 4.49; 4.42; 4.55; 4.5,NEO100,NCT02704858,Recurrent WHO Grade III/IV IDH1-mutant astrocytoma,phase1,Data Released,Initial Data,2026-08-31,"Phase 2a data readout in approximately five months (~August 2026). Phase 1/2a data reported a significant radiographic remission in 6 of 25 patients (24%), noted on December 15, 2025.",,100,100,Bull -% / Neutral -% / Bear -%,117059112,2026-05-18 09:22:07,26013136
VTRS,Viatris Inc.,16.3100,17.13649373881932; 16.362075134168155; 16.381932021466902; 16.054293381037567; 16.471288014311266; 16.342218246869407; 16.65; 16.26; 16.29; 16.11; 16.26; 15.81; 15.69; 15.56; 15.9; 15.88; 15.93; 16.2; 15.77; 16.31,MR-107A-02,NCT06215859,Pain,phase5,Data Released,,2026-12-27,"PDUFA date December 27, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,18993853787,2026-05-18 08:18:12,1164552654
KTRA,TuHURA Biosciences Inc.,7.5390,2.51; 2.31; 2.55; 2.46; 2.39; 2.34; 2.5; 2.45; 2.38; 2.35; 2.26; 2.24; 2.18; 2.12; 2.19; 1.965; 2.045; 2.02; 2.08; 2.19,Immune Fx (IFx-2.0),NCT04160065,Cancer vaccine for merkel cell carcinoma (MCC),phase3,Ongoing,Initial Data,2026-12-31,"Phase 3 1b/2 preliminary data expected 2H 2026. Phase 3 topline results anticipated 2H 2027. Phase 3 enrollment to be completed in 4Q 2026. FDA granted Orphan Drug Designation (ODD), noted February 2, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,419625098,2026-05-18 08:03:47,55660578
HURA,TuHURA Biosciences Inc.,2.1900,2.51; 2.31; 2.55; 2.46; 2.39; 2.34; 2.5; 2.45; 2.38; 2.35; 2.26; 2.24; 2.18; 2.12; 2.19; 1.965; 2.045; 2.02; 2.08; 2.19,Immune Fx (IFx-2.0),NCT04160065,Cancer vaccine for merkel cell carcinoma (MCC),phase3,Ongoing,Initial Data,2026-12-31,"Phase 3 1b/2 preliminary data expected 2H 2026. Phase 3 topline results anticipated 2H 2027. Phase 3 enrollment to be completed in 4Q 2026. FDA granted Orphan Drug Designation (ODD), noted February 2, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,139464736,2026-05-18 08:03:47,63682528
HURA,TuHURA Biosciences Inc.,2.1900,2.51; 2.31; 2.55; 2.46; 2.39; 2.34; 2.5; 2.45; 2.38; 2.35; 2.26; 2.24; 2.18; 2.12; 2.19; 1.965; 2.045; 2.02; 2.08; 2.19,TBS-2025 - (VISTA),,Acute Myeloid Leukemia (AML),phase1,Trial Planned,End of Phase Meeting,2026-06-30,"Phase 1b/2 meeting with FDA, planned in June 2026.Phase 1b/2 initiation due in 2H 2026, with Stage 1 in 3Q 2026. Seek Orphan Drug Designation in AML 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,139464736,2026-05-18 08:03:11,63682528
NRXP,NRX Pharmaceuticals Inc.,3.9200,3.21; 3.28; 3.115; 3.03; 2.97; 3.06; 3.22; 4.31; 4.28; 4.44; 4.42; 4.62; 4.62; 4.05; 4.05; 4.14; 4.33; 3.87; 3.76; 3.92,KETAFREE,,Preservative-free intravenous ketamine formulation,phase5,Ongoing,Regulatory Decision,2026-07-29,"GDUFA date expected July 29, 2026. The company received a letter from the FDA Office of Generic Drugs' Bioequivalence Program stating that ""FDA has not identified any bioequivalence deficiencies at this time,"" noted March 17, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,142017649,2026-05-18 07:58:11,36228992
CGEN,Compugen Ltd.,2.0400,3.03; 2.75; 2.86; 2.73; 2.705; 2.61; 2.8; 2.65; 2.76; 2.78; 2.63; 2.46; 2.26; 2.19; 2.22; 2.1; 2.04; 2.02; 1.96; 2.04,"COM701, COM902 and Pembrolizumab",NCT04354246,"Advanced malignancies, Ovarian cancer",phase1,Data Released,Interim Data,2027-03-31,"Report initial findings at SITC reported a Confirmed ORR of 17.4%, noted November 8, 2024. Trial data presented at ASCO reported that the objective response rate [ORR] 1/20 [5%] pts; 7 pts with SD, noted June 1, 2024. Data from interim analysis to commence 1Q 2027.",,100,100,Bull -% / Neutral -% / Bear -%,192952657,2026-05-18 07:55:38,94584636
AZN,AstraZeneca PLC,182.2800,184.96; 181.58; 183.92; 184.64; 187.46; 189.75; 187.03; 187.19; 185.65; 185.33; 185.67; 179.71; 177.45; 176.28; 181.8; 185.95; 181.55; 183.43; 178.96; 182.25,COM902 (AZD2936) - (ARTEMIDE-01),NCT04995523,Non-small cell lung cancer (NSCLC),phase1,Ongoing,Initial Data,2026-12-31,Phase 1/2 ongoing data due in 2H 2026.,,100,100,Bull -% / Neutral -% / Bear -%,557959237644,2026-05-18 07:54:47,3101451738
CGEN,Compugen Ltd.,2.0400,3.03; 2.75; 2.86; 2.73; 2.705; 2.61; 2.8; 2.65; 2.76; 2.78; 2.63; 2.46; 2.26; 2.19; 2.22; 2.1; 2.04; 2.02; 1.96; 2.04,COM902 (AZD2936) - (ARTEMIDE-01),NCT04995523,Non-small cell lung cancer (NSCLC),phase1,Ongoing,Initial Data,2026-12-31,Phase 1/2 ongoing data due in 2H 2026.,,100,100,Bull -% / Neutral -% / Bear -%,192952657,2026-05-18 07:54:47,94584636
XOMA,XOMA Royalty Corporation,41.8000,42; 41.75; 41.64; 41.54; 41.98; 41.82; 41.65; 41.72; 41.74; 41.7; 41.71; 41.69; 41.69; 41.7; 42.4; 42.09; 41.92; 41.95; 41.76; 41.8,Seralutinib (GB002) - (TORREY/PROSERA),NCT05934526,Pulmonary arterial hypertension (PAH),phase4,Trial Planned,End of Phase Meeting,2026-06-15,"FDA Confirms In-Person Pre-NDA Type B Meeting in Mid-June. Phase 3 topline data demonstrated a placebo-adjusted improvement in Six-Minute Walk Distance (6MWD) of +13.3 meters at Week 24 (p = 0.0320), which did not meet the prespecified threshold on the primary endpoint of p = 0.025, noted February 23, 2026. Gossamer plans to meet with the U.S. FDA to discuss the path forward.",,100,100,Bull -% / Neutral -% / Bear -%,524215054,2026-05-18 07:53:28,12541030
LGND,Ligand Pharmaceuticals Incorporated,254.5700,218.98; 213.21; 207.89; 207.78; 217.75; 222.18; 229.33; 235.33; 235.89; 234.66; 231.96; 229.78; 232.76; 234.4; 235.91; 237; 237.75; 243.28; 248.24; 254.57,Seralutinib (GB002) - (TORREY/PROSERA),NCT05934526,Pulmonary arterial hypertension (PAH),phase4,Trial Planned,End of Phase Meeting,2026-06-15,"FDA Confirms In-Person Pre-NDA Type B Meeting in Mid-June. Phase 3 topline data demonstrated a placebo-adjusted improvement in Six-Minute Walk Distance (6MWD) of +13.3 meters at Week 24 (p = 0.0320), which did not meet the prespecified threshold on the primary endpoint of p = 0.025, noted February 23, 2026. Gossamer plans to meet with the U.S. FDA to discuss the path forward.",,100,100,Bull -% / Neutral -% / Bear -%,5101852899,2026-05-18 07:53:28,20041061
GOSS,Gossamer Bio Inc.,0.1774,0.33; 0.34; 0.1927; 0.1991; 0.2153; 0.2009; 0.2101; 0.22; 0.2179; 0.2111; 0.2309; 0.1981; 0.2002; 0.1883; 0.1778; 0.175; 0.1656; 0.16; 0.156; 0.1774,Seralutinib (GB002) - (TORREY/PROSERA),NCT05934526,Pulmonary arterial hypertension (PAH),phase4,Trial Planned,End of Phase Meeting,2026-06-15,"FDA Confirms In-Person Pre-NDA Type B Meeting in Mid-June. Phase 3 topline data demonstrated a placebo-adjusted improvement in Six-Minute Walk Distance (6MWD) of +13.3 meters at Week 24 (p = 0.0320), which did not meet the prespecified threshold on the primary endpoint of p = 0.025, noted February 23, 2026. Gossamer plans to meet with the U.S. FDA to discuss the path forward.",,100,100,Bull -% / Neutral -% / Bear -%,86721408,2026-05-18 07:53:28,488846722
DSGN,Design Therapeutics Inc.,10.5300,14.54; 14.37; 10.7; 10.49; 11.1; 11.01; 10.97; 11.4; 11.1; 10.74; 10.48; 10.44; 10.17; 10.44; 10.76; 10.65; 10.46; 10.55; 10.66; 10.53,DT-216P2 - (RESTORE-FA),NCT06874010,Friedreich ataxia (FA),phase1,Ongoing,Interim Data,2026-12-31,"Phase 1/2 study demonstrated that four weeks of intravenous dosing at 1 mpk led to a 65% increase in whole blood frataxin (FXN) mRNA and a mean improvement of 6.4 points in the modified Friedreich's Ataxia Rating Scale (mFARS), noted May 18, 2026. Based on these data, the company intends to pursue a registrational path and provide an update on its plans in 4Q 2026. FDA placed a clinical hold on the U.S. expansion, noted June 5, 2025.",,100,100,Bull -% / Neutral -% / Bear -%,657671936,2026-05-18 07:26:27,62456974
INKT,MiNK Therapeutics Inc.,12.3350,10.51; 10.72; 10.04; 10.35; 10.72; 10.94; 10.87; 10.44; 10.18; 12.2; 12.2; 12.38; 11.96; 12.76; 12.75; 11.87; 11.34; 11.82; 12.19; 12.335,AGENT-797,NCT04582201,Acute respiratory distress (ARDS) secondary to COVID-19,phase2,Data Released,,2026-12-31,"Data presented at ASGCT 2026 demonstrated that its unmodified, off-the-shelf iNKT cell therapy, agenT-797, delivers context-dependent immune reprogramming, driving a pro-inflammatory anti-tumor response in solid cancer patients and a restorative anti-inflammatory response in severe ARDS patients using the exact same manufacturing batch. Supported by this unique biological adaptability, observed clinical activity, and a favorable safety profile, the company is advancing the therapy into a randomized Phase 2 trial for acute lung injury, with preliminary data expected in 2H 2026, noted May 12, 2026.",,100,100,Bull -% / Neutral -% / Bear -%,61451724,2026-05-15 13:02:21,4981899
SNSE,Sensei Biotherapeutics Inc.,10.7900,19.82; 20.43; 19.91; 16.77; 17.58; 17.56; 17.79; 16.47; 16.65; 17.59; 21.14; 19.79; 16.095; 15.845; 16.6; 14.65; 13; 12.63; 11.41; 10.79,Serabelisib and sapanisertib (FTH-PIK-201) - (PIKTOR),NCT06463028,Endometrial Cancer,phase2,Ongoing,Topline Data,2026-12-31,Phase 2 ongoing on track to shared topline data in 2H 2026.,,100,100,Bull -% / Neutral -% / Bear -%,14479543,2026-05-15 12:57:41,1341941
SNSE,Sensei Biotherapeutics Inc.,10.7900,19.82; 20.43; 19.91; 16.77; 17.58; 17.56; 17.79; 16.47; 16.65; 17.59; 21.14; 19.79; 16.095; 15.845; 16.6; 14.65; 13; 12.63; 11.41; 10.79,Serabelisib and sapanisertib - (FTH-PIK-101),NCT07558733,HR+/HER2- Advanced Breast Cancer,phase1,Ongoing,Interim Data,2027-12-31,"Phase 1b/2 first patient dosed May 5, 2026. Phase 1b/2 interim data expected in 2027.",,100,100,Bull -% / Neutral -% / Bear -%,14479543,2026-05-15 12:55:25,1341941
GTBP,GT Biopharma Inc.,0.4350,0.4389; 0.3939; 0.3643; 0.43; 0.4193; 0.433; 0.44; 0.392; 0.3953; 0.4454; 0.4782; 0.442; 0.4672; 0.4393; 0.47700000000000004; 0.4364; 0.4252; 0.418; 0.4152; 0.435,GTB-5550 TriKE,NCT07541573,Solid tumors,phase1,Ongoing,,2026-12-31,"IND cleared by the FDA, noted February 3, 2026. Phase 1 first patient dosed May 14, 2026. Phase 1 update due in 2H 2026.",,100,100,Bull -% / Neutral -% / Bear -%,15687363,2026-05-15 12:49:25,36062904
GTBP,GT Biopharma Inc.,0.4350,0.4389; 0.3939; 0.3643; 0.43; 0.4193; 0.433; 0.44; 0.392; 0.3953; 0.4454; 0.4782; 0.442; 0.4672; 0.4393; 0.47700000000000004; 0.4364; 0.4252; 0.418; 0.4152; 0.435,GTB-3650,NCT06594445,Acute myeloid leukemia / myelodysplastic syndromes,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 ongoing with additional updates in 2H 2026. IND cleared on June 27, 2024. Cohort 2 completion noted May 19, 2025.",,100,100,Bull -% / Neutral -% / Bear -%,15687363,2026-05-15 12:48:09,36062904
