Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
LLY,Eli Lilly and Company,1082.9200,872.4979685094124; 849.7471347538867; 932.993823076541; 961.6744485173597; 966.2665430884617; 987.1705562012617; 985.3536840013908; 973.2844615308202; 946.8200208612726; 965.3281585456714; 988.1688376297622; 1014.0043609993544; 1004.9699140714251; 1004.92; 988.09; 1021.41; 1018.87; 1041.65; 1065; 1064.74; 1082.92,RETEVMO (Selpercatinib) - (LIBRETTO-432),NCT04819100,Early-stage (II-IIIA) rearranged during transfection (RET) fusion-positive non-small cell lung cancer (NSCLC).,phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026. Phase 3 data demonstrated a highly statistically significant and clinically meaningful improvement in reducing the risk of disease recurrence or death, noted February 16, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,1019830603386,2026-05-22 14:32:44,941741406
PFE,Pfizer Inc.,26.2100,26.04390654921486; 25.827529682114132; 26.260283416315584; 25.896376867100724; 25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21,XTANDI (enzalutamide) - (EMBARK),NCT02319837,Prostate Cancer,phase3,Data Released,Conference Presentation,2026-05-31,"Phase 3 data due at ASCO on May 31, 2026. Phase 3 data reported that treatment reduced the risk of death by 40%, noted October 20, 2025.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,149382431669,2026-05-18 08:13:55,5699444169
LLY,Eli Lilly and Company,1082.9200,872.4979685094124; 849.7471347538867; 932.993823076541; 961.6744485173597; 966.2665430884617; 987.1705562012617; 985.3536840013908; 973.2844615308202; 946.8200208612726; 965.3281585456714; 988.1688376297622; 1014.0043609993544; 1004.9699140714251; 1004.92; 988.09; 1021.41; 1018.87; 1041.65; 1065; 1064.74; 1082.92,Olomorasib in combination with  KEYTRUDA (pembrolizumab) LOXO-RAS-20001 - (SUNRAY),NCT04956640,Unresectable advanced or metastatic non-small cell lung cancer (NSCLC),phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026. Phase 3 Breakthrough Therapy designation for olomorasib granted by the FDA, noted September 4, 2025.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,1019830603386,2026-05-22 14:38:30,941741406
RVMD,Revolution Medicines Inc - Ordinary Shares,153.0000,144.83; 140.55; 144.12; 139.48; 147.9; 147.21; 151.07; 142.51; 141.81; 144.15; 145.72; 149.94; 149.47; 145.66; 144.37; 147.3; 150.33; 153.73; 151.56; 154.89; 153,Daraxonrasib (RMC-6236) - (RASolute 302),NCT06625320,Metastatic pancreatic ductal adenocarcinoma (PDAC),phase3,Data Released,,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026. Phase 3 study met all primary and key secondary endpoints, including progression-free survival and overall survival, noted April 13, 2026. Orphan Drug Designation granted by the FDA, noted October 27, 2025. Phase 3 RASolute 302 data due in 1H 2026. Phase 3 RASolute 303 trial initiated April 2, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,32527258686,2026-04-22 08:00:39,212596462
BGNE,BeiGene Ltd.,184.7100,,Tislelizumab plus platinum-based doublet chemotherapy - (RATIONALE-315),NCT04379635,Stage II-IIIA non-small cell lung cancer (NSCLC),phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026. Phase 3 data presented at ESMO reported that MPR & pCR rates were significantly improved with TIS + CT vs CT, noted October 23, 2023.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull 0% / Neutral 100% / Bear 0%,19693415398,2026-05-22 14:47:42,106618025
ONC,BeOne Medicines Ltd.,300.0100,298.16; 290.8; 295.27; 293.86; 297.14; 297.49; 313.32; 317; 312.12; 310.75; 315.07; 316.55; 304.62; 293.27; 293.09; 297.01; 308.74; 309.62; 310.25; 302.44; 300.01,Tislelizumab plus platinum-based doublet chemotherapy - (RATIONALE-315),NCT04379635,Stage II-IIIA non-small cell lung cancer (NSCLC),phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026. Phase 3 data presented at ESMO reported that MPR & pCR rates were significantly improved with TIS + CT vs CT, noted October 23, 2023.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull 0% / Neutral 100% / Bear 0%,33353319540,2026-05-22 14:47:42,111174026
BCDA,BioCardia Inc.,0.9003,1.14; 1.1; 1.14; 1.11; 1.13; 1.1; 1.11; 1.09; 1.11; 1.11; 1.12; 1.07; 1.09; 1.01; 0.9001; 0.9509; 0.92; 0.9117; 0.955; 0.9111; 0.9003,CardiAMP (BCDA-02),NCT03455725,Chronic Myocardial Ischemia,phase3,Data Released,Conference Presentation,2026-05-31,"Preliminary CardiAMP CMI data reported that patients demonstrated increased exercise tolerance through two years follow-up and angina episodes were reduced by an average of 82% six months after treatment, noted May 21, 2026.",,49.96,59.49,Bull 64% / Neutral 27% / Bear 9%,10240664,2026-05-21 09:10:39,11374724
CING,Cingulate Inc.,3.9600,4.68; 4.71; 5.15; 5.37; 5.25; 4.98; 5.33; 5.23; 5.27; 4.96; 4.79; 4.92; 4.39; 4.57; 4.48; 4.39; 4.63; 4.74; 4.47; 4.78; 3.96,"CTx-1301 (fixed dose, pediatric study)",NCT04138498,ADHD,phase5,Ongoing,Regulatory Decision,2026-05-31,"PDUFA date of May 31, 2026.",,87.28,87.28,Bull 67% / Neutral 0% / Bear 33%,53337383,2026-03-18 12:11:32,13469036
ONC,BeOne Medicines Ltd.,300.0100,298.16; 290.8; 295.27; 293.86; 297.14; 297.49; 313.32; 317; 312.12; 310.75; 315.07; 316.55; 304.62; 293.27; 293.09; 297.01; 308.74; 309.62; 310.25; 302.44; 300.01,BGB-43395,,Metastatic HR+/HER2− breast cancer,phase1,Ongoing,Conference Presentation,2026-06-01,"Phase 1 data to be presented at June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,33353319540,2026-05-22 14:44:05,111174026
LLY,Eli Lilly and Company,1082.9200,872.4979685094124; 849.7471347538867; 932.993823076541; 961.6744485173597; 966.2665430884617; 987.1705562012617; 985.3536840013908; 973.2844615308202; 946.8200208612726; 965.3281585456714; 988.1688376297622; 1014.0043609993544; 1004.9699140714251; 1004.92; 988.09; 1021.41; 1018.87; 1041.65; 1065; 1064.74; 1082.92,LY4101174 - (EXCEED),,Urothelial carcinoma,phase1,Ongoing,Conference Presentation,2026-06-01,"Phase 1 data to be presented at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,1019830603386,2026-05-22 14:34:53,941741406
MRNA,Moderna Inc.,47.6100,47.14; 45.72; 45.94; 45.37; 47.3; 46.71; 48.79; 48.54; 54.35; 52.88; 53.27; 50.42; 50.03; 49.04; 48.11; 45.72; 48.12; 47.26; 46.88; 47.03; 47.61,Individualized neoantigen therapy intismeran autogene (intismeran) plus pembrolizumab - (KEYNOTE-942),NCT03897881,Resected melanoma,phase1,Ongoing,Conference Presentation,2026-06-01,"Presentation due at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,18890993791,2026-05-12 15:26:18,396786259
INAB,IN8bio Inc.,1.8000,1.53; 1.51; 1.47; 1.5; 1.61; 1.62; 1.58; 1.6; 1.58; 1.625; 1.6; 1.59; 1.59; 1.49; 1.42; 1.45; 1.57; 1.68; 1.67; 1.69; 1.8,INB-200,NCT04165941,Glioblastoma,phase1,Data Released,Conference Presentation,2026-06-01,"Phase 1 additional data to be shared at ASCO on June 1, 2026. Phase 1 patient remains in remission for 4 years, demonstrating sustained clinical benefit of its gamma-delta T-cell therapy in glioblastoma, noted June 9, 2025. Phase 1 data presented at ASCO demonstrate extended median progression-free survival (mPFS) of 16.1 months, more than double the expected 6.9 months typically observed with the standard-of-care (SOC) Stupp protocol, noted June 2, 2025.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull 87% / Neutral 13% / Bear 0%,17724760,2026-05-08 07:36:09,9847089
ZNTL,Zentalis Pharmaceuticals Inc.,4.0200,4.05; 3.96; 4.01; 4.09; 4; 4.09; 4.18; 4.23; 4.41; 4.14; 4.28; 4.28; 4.09; 4.05; 3.63; 3.54; 3.71; 4.14; 4.06; 3.96; 4.02,Azenosertib and bevacizumab - (MUIR) (OLE Study),NCT04516447,Platinum Resistant Ovarian Cancer (PROC),phase1,Trial Planned,Conference Presentation,2026-06-01,"Phase 1b part 1 data to be shared at ASCO on June 1, 2026. Phase 1b OLE study planned in 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,286169119,2026-05-26 08:45:29,71186348
MRNA,Moderna Inc.,47.6100,47.14; 45.72; 45.94; 45.37; 47.3; 46.71; 48.79; 48.54; 54.35; 52.88; 53.27; 50.42; 50.03; 49.04; 48.11; 45.72; 48.12; 47.26; 46.88; 47.03; 47.61,mRNA-2808,,Relapsed or refractory multiple myeloma,phase1,Ongoing,Conference Presentation,2026-06-01,"Phase 1/2 trial in progress poster due at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull -% / Neutral -% / Bear -%,18890993791,2026-04-21 10:28:17,396786259
LLY,Eli Lilly and Company,1082.9200,872.4979685094124; 849.7471347538867; 932.993823076541; 961.6744485173597; 966.2665430884617; 987.1705562012617; 985.3536840013908; 973.2844615308202; 946.8200208612726; 965.3281585456714; 988.1688376297622; 1014.0043609993544; 1004.9699140714251; 1004.92; 988.09; 1021.41; 1018.87; 1041.65; 1065; 1064.74; 1082.92,LY4064809 - (PIKALO-1),,PIK3CA-mutant advanced breast cancer (ABC) and other solid tumors,phase1,Data Released,Conference Presentation,2026-06-01,"Phase 1/2 data to be presented at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull 100% / Neutral 0% / Bear 0%,1019830603386,2026-05-22 14:39:15,941741406
GMAB,Genmab A/S,26.7100,26.79; 26.11; 26.52; 26.45; 27.04; 27.52; 27.89; 27.06; 26.43; 26.18; 27.09; 26.55; 26.9; 26.54; 26.37; 25.68; 27.21; 27.05; 26.87; 26.89; 26.71,EPCORE (Epcoritamab) - (EPCORE  NHL-2),NCT04663347,Non-Hodgkin lymphoma (NHL),phase1,Data Released,Conference Presentation,2026-06-01,"Phase 1b/2 data to be presented at ASCO on June 1, 2026. Additional Phase 1b/2 data due at EHA on June 12, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull 100% / Neutral 0% / Bear 0%,17158078777,2026-05-22 07:36:05,642384080
IMRX,Immuneering Corporation,5.3350,5.23; 5.25; 5.24; 5.37; 5.385; 5.34; 5.19; 5.22; 5.22; 5.2; 5.18; 5.38; 5.14; 5.16; 4.87; 4.89; 5.02; 5.22; 5.39; 5.27; 5.335,Atebimetinib (IMM-1-104) + mGnP,NCT05585320,"Solid tumors, pancreatic cancer, melanoma",phase2,Data Released,Full Results,2026-06-01,"Phase 2a data from ASCO abstract reported that atebimetinib plus mGnP demonstrated a median overall survival (OS) of 17.3 months in first-line metastatic pancreatic cancer patients, noted May 22, 2026.",,16.21,33.71,Bull 25% / Neutral 25% / Bear 50%,345160640,2026-05-22 07:34:23,64697402
EXEL,Exelixis Inc.,50.0300,44.93; 44.69; 44.46; 43.68; 44.17; 44.42; 48.7; 46.21; 48.16; 49.71; 49.46; 51.29; 51.1; 50.13; 49.84; 48.67; 49.9; 49.65; 50.15; 49.98; 50.03,Cabozantinib plus nivolumab - (CaboNivo),,Non-clear cell renal cell carcinoma (nccRCC),phase2,Ongoing,Conference Presentation,2026-06-01,"Phase 2 data to be presented at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,12575294802,2026-05-22 07:49:18,251355083
PFE,Pfizer Inc.,26.2100,26.04390654921486; 25.827529682114132; 26.260283416315584; 25.896376867100724; 25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21,"Atirmociclib in combination with fulvestrant, versus fulvestrant or everolimus plus exemestane - (FOURLIGHT-2)",NCT06105632,Second-Line Metastatic Breast Cancer,phase2,Ongoing,,2026-06-01,"Phase 2 trial ongoing with presentation due at ASCO on June 1, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,149382431669,2026-04-22 07:27:07,5699444169
FLGT,Fulgent Genetics Inc.,17.9000,15.3; 14.8; 15.19; 14.13; 15.12; 14.9; 14.92; 15.11; 15.96; 15.82; 15.8; 15.96; 16.19; 15.7; 15.85; 15.95; 16.41; 17.38; 17.11; 17.67; 17.9,FID-007 with cetuximab,NCT06332092,Recurrent or metastatic (R/M) head and neck squamous cell carcinoma (HNSCC),phase2,Data Released,Conference Presentation,2026-06-01,"Phase 2 data to be shared at ASCO on June 1, 2026. Phase 2 data from ASCO abstract reported that objective response rate (ORR) was 60%, noted May 21, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,508371152,2026-05-22 07:22:33,28400623
ATOS,Atossa Therapeutics Inc.,5.1200,5.49; 5.28; 5.37; 5.33; 5.86; 5.58; 5.8; 5.67; 5.6; 5.5; 5.16; 5.16; 5.15; 4.85; 4.78; 4.745; 4.84; 4.97; 4.96; 4.95; 5.12,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),NCT05607004,Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancer,phase2,Data Released,Conference Presentation,2026-06-01,"Phase 2 data to be shared at ASCO on June 1, 2026. Phase 2 data to be shared in 2H 2026. Phase 2 data from SABCS reported that 50 percent of patients (3/6) in the group that received 80 mg of (Z)-endoxifen with goserelin met the target steady-state plasma concentrations (Css) of 500–1000 ng/m, noted December 12, 2024. Phase 2 Run-in cohort enrollment completed, noted July 22, 2024.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,44090168,2026-05-27 10:11:46,8611361
