Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
IMCR,Immunocore Holdings plc,28.4200,28.52; 28.84; 30.73; 30.62; 29.58; 28.85; 29.3; 28.95; 28.76; 28.05; 28.37; 28.93; 29.54; 30; 28.83; 29.41; 28.52; 28.97; 28.89,IMC-P115C (PRAME-A02 HLE),,Solid tumors,phase1,Ongoing,Initial Data,2026-12-31,"Phase 1 initial data due in 2H 2026. Phase 1 dosing commenced, noted December 23, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1366670793,2026-05-06 07:09:53,48088346
XNCR,Xencor Inc.,11.7800,13.36; 12.85; 13.01; 12.31; 12.86; 12.79; 12.44; 12.38; 11.88; 11.22; 11.06; 10.41; 11.32; 11.27; 11.31; 11.63; 11.72; 11.97; 11.88,XmAb541,,Ovarian Cancer and Advanced Solid Tumors,phase1,Ongoing,Interim Data,2026-12-31,Phase 1 trial data due in 2H 2026. Pivotal trail due in 2027.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,873388001,2026-03-02 05:33:44,74141596
BMY,Bristol-Myers Squibb Company,54.7350,57.38; 56.95; 56.59; 56.25; 56.16; 55.67; 56.45; 56.39; 56.77; 57; 57.31; 58.31; 58.54; 59.55; 59.46; 58.03; 57.52; 56.91; 57.18,Ubamatamab (MUC16) + Libtayo,,Ovarian Cancer,phase1,Ongoing,Interim Data,2026-12-31,Phase 1 additional data due in 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,111772769705,2025-11-10 06:34:48,2042071247
REGN,Regeneron Pharmaceuticals Inc.,603.0100,708.1854765637007; 701.2555020746888; 720.0083725218994; 708.0756354694944; 713.85727124635; 711.7403337943753; 722.3649632703242; 718.8400627017058; 711.8401893345628; 697.2413093591517; 628.7703654525894; 629.3894698017519; 649.76; 642.59; 638.88; 634.62; 627.74; 621.52; 614.78,Ubamatamab (MUC16) + Libtayo,,Ovarian Cancer,phase1,Ongoing,Interim Data,2026-12-31,Phase 1 additional data due in 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,63218984686,2025-11-10 06:34:48,104839032
TSVT,2seventy bio Inc.,5.0000,,Ubamatamab (MUC16) + Libtayo,,Ovarian Cancer,phase1,Ongoing,Interim Data,2026-12-31,Phase 1 additional data due in 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,266148955,2025-11-10 06:34:48,53229791
DSGN,Design Therapeutics Inc.,10.6200,13.17; 13.41; 14.55; 14.1; 14.22; 15.61; 15.79; 15.62; 14.54; 14.37; 10.7; 10.49; 11.1; 11.01; 10.97; 11.4; 11.1; 10.74; 10.48,DT-168,,Fuchs Endothelial Corneal Dystrophy (FECD),phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 data due in 2H 2026. Phase 1 initial data shared at Eyecelerator @ Park City 2025 dosing was well-tolerated in all participants. There were no serious adverse events, noted May 2, 2025.",,15.53,71.87,Bull -% / Neutral -% / Bear -%,663293064,2025-11-07 14:22:03,62456974
RVMD,Revolution Medicines Inc - Ordinary Shares,162.4300,147.9; 147.21; 151.07; 142.51; 141.81; 144.15; 145.72; 149.94; 149.47; 145.66; 144.37; 147.3; 150.33; 153.73; 151.56; 154.89; 153; 154.63; 157.48,Elironrasib (RMC-6291),NCT05462717,Solid Tumors,phase1,Data Released,Interim Data,2026-12-31,"Update due in 2026. Phase 1 dosing initiated, noted September 22, 2022. Phase 1b data reported compelling antitumor activity, with a confirmed objective response rate of 42% (95% CI: 22-63) and a disease control rate of 79%, noted October 22, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,34532043323,2026-03-02 05:48:59,212596462
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,0.7000,0.635; 0.655; 0.6575; 0.67; 0.67; 0.685; 0.7; 0.6801; 0.711; 0.6796; 0.6385; 0.6835; 0.687; 0.7009; 0.687; 0.68155; 0.6998; 0.6832; 0.6807,VTP-1000 - (AVALON),NCT06310291,Celiac disease,phase1,Data Released,Full Results,2026-12-31,"Phase 1 MAD data due in 2H 2026. Phase 1 trial initiated September 24, 2024. Phase 1 data reported that treatment was well-tolerated with no treatment-related SAEs, noted December 10, 2025.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,28594225,2026-03-13 11:07:26,40848893
CLYD,Clyde Resources Inc,0.0001,,VTP-1000 - (AVALON),NCT06310291,Celiac disease,phase1,Data Released,Full Results,2026-12-31,"Phase 1 MAD data due in 2H 2026. Phase 1 trial initiated September 24, 2024. Phase 1 data reported that treatment was well-tolerated with no treatment-related SAEs, noted December 10, 2025.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,—,2026-03-13 11:07:26,—
ANNX,Annexon Inc.,5.5600,5.69; 5.72; 5.7; 5.52; 5.69; 5.68; 5.44; 5.45; 5.37; 5.21; 4.96; 4.91; 5.04; 5.44; 5.31; 5.52; 5.39; 5.37; 5.42,ANX1502,NCT05521269,"Cold agglutinin disease (CAD), Autoimmune diseases and healthy volunteers",phase1,Data Released,Interim Data,2026-12-31,"POC data due in 2026. Phase 1 trial to be completed in 2026. Phase 1 data reported that dose-proportional PK and targeted levels of active drug were observed across both SAD and MAD cohorts, noted December 21, 2023.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,910964511,2026-05-08 08:44:37,163842538
ABBV,AbbVie Inc.,212.2450,208.16; 206.11; 205.03; 202.71; 201.55; 202.78; 207.86; 208.5; 210.77; 210.39; 209.41; 213.76; 212.3; 214.5; 215.7; 213.12; 215.4; 218.63; 217.72,Emraclidine (CVL-231),,Alzheimer's disease psychosis,phase1,Ongoing,Initial Data,2026-12-31,Phase 1 trial ongoing. Data due in 2026.,,10.76,60.67,Bull -% / Neutral -% / Bear -%,374992942293,2026-02-05 13:46:35,1766792821
TNXP,Tonix Pharmaceuticals Holding Corp.,12.3150,13.03; 13.5; 14.69; 13.62; 14.09; 14.11; 13.28; 13.84; 14.09; 15.74; 14.26; 13.71; 14.5; 14; 12.77; 12.77; 12.15; 12.64; 12.33,TNX-1500,,Kidney Transplant Rejection and Treatment of Autoimmune Diseases,phase1,Trial Planned,,2026-12-31,"Published Phase 1 data reported that TNX-1500 was  well tolerated and demonstrated durable suppression of T cell-dependent antibody responses. Phase 2 kidney transplant study expected to initiate in 2H 2026 pending FDA IND clearance, noted May 27, 2026.",,14.11,62.47,Bull -% / Neutral -% / Bear -%,196310964,2026-05-27 07:48:51,15940801
IOVA,Iovance Biotherapeutics Inc.,4.0350,3.85; 3.98; 4.09; 3.55; 3.62; 3.7; 3.56; 3.66; 3.52; 3.45; 3.39; 3.46; 3.54; 3.7; 4.11; 4.1; 4.37; 4.3; 4.1,IOV-4001,NCT05361174,Metastatic melanoma and Stage III or IV Non-small cell lung cancer (NSCLC),phase1,Enrollment Initiation,Full Results,2026-12-31,"Phase 1 results due in 2026. Phase 1 dosing initiated, noted October 10, 2022.",,9.87,60.87,Bull 0% / Neutral 0% / Bear 100%,1801637168,2026-05-12 05:37:05,446502396
CLLS,Cellectis S.A.,3.4900,3.7; 3.76; 3.95; 3.86; 3.85; 3.98; 3.96; 3.98; 4.07; 3.92; 3.85; 3.63; 3.66; 3.52; 3.5; 3.67; 3.63; 3.63; 3.52,IOV-4001,NCT05361174,Metastatic melanoma and Stage III or IV Non-small cell lung cancer (NSCLC),phase1,Enrollment Initiation,Full Results,2026-12-31,"Phase 1 results due in 2026. Phase 1 dosing initiated, noted October 10, 2022.",,9.87,60.87,Bull 0% / Neutral 0% / Bear 100%,253342569,2026-05-12 05:37:05,72590994
IMCR,Immunocore Holdings plc,28.4200,28.52; 28.84; 30.73; 30.62; 29.58; 28.85; 29.3; 28.95; 28.76; 28.05; 28.37; 28.93; 29.54; 30; 28.83; 29.41; 28.52; 28.97; 28.89,IMC-M113V (Gag-A02),,Human immunodeficiency virus (HIV),phase1,Ongoing,Interim Data,2026-12-31,"Additional data due in 2H 2026. Phase 1 data presented at CROI 2025. Phase 1 first patient dosed July 11, 2022. Phase 1 initial data from the single ascending dose part showed that it was well tolerated, noted February 22, 2023.",,19.76,67.27,Bull 100% / Neutral 0% / Bear 0%,1366670793,2026-02-25 08:02:56,48088346
XNCR,Xencor Inc.,11.7800,13.36; 12.85; 13.01; 12.31; 12.86; 12.79; 12.44; 12.38; 11.88; 11.22; 11.06; 10.41; 11.32; 11.27; 11.31; 11.63; 11.72; 11.97; 11.88,XmAb819,NCT05433142,Renal Cell Carcinoma (RCC),phase1,Enrollment Initiation,Full Results,2026-12-31,"Additional data due in 2H 2026. Pivotal trial planned for 2027. Phase 1 initial dose-escalation data at the AACR-NCI-EORTC conference exhibited a 25% overall response rate (ORR) observed within the target dose range, noted October 24, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,873388001,2026-05-06 17:02:30,74141596
CGEM,Cullinan Therapeutics Inc.,16.3400,15.34; 14.94; 14.99; 14.72; 14.55; 14.73; 16.15; 16.33; 16.15; 15.73; 14.87; 14.175; 14.33; 13.98; 13.84; 15.46; 15.52; 15.36; 16.44,CLN-049 - (Florentine),NCT05143996,Acute myeloid leukemia (AML),phase1,Data Released,Interim Data,2026-12-31,"Phase 1 update planned 2H 2026. Phase 1/2 initiation planned 4Q 2026. Phase 1 data presented at ASH reported that the CR/CRh rate was 31% (5/16) and CRc rate was 31%, noted December 8, 2025. Phase 1 trial first patient dosed, noted January 13, 2022. Preliminary safety data from an ongoing first-in-human study were published in abstract form as part of the 2023 EHA Congress in June 2023.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1004224472,2026-05-19 08:17:59,61458046
GTBP,GT Biopharma Inc.,0.4427,0.3825; 0.3801; 0.4027; 0.3895; 0.3752; 0.3429; 0.3226; 0.3127; 0.4389; 0.3939; 0.3643; 0.43; 0.4193; 0.433; 0.44; 0.392; 0.3953; 0.4454; 0.4782,GTB-3650,NCT06594445,Acute myeloid leukemia / myelodysplastic syndromes,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 ongoing with additional updates in 2H 2026. IND cleared on June 27, 2024. Cohort 2 completion noted May 19, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,15965048,2026-05-15 12:48:09,36062904
CRBU,Caribou Biosciences Inc.,2.4400,1.91; 1.93; 1.95; 1.88; 1.94; 2.03; 2.03; 2.12; 2.14; 2.14; 2.07; 1.97; 2; 1.99; 2.1; 2.16; 2.31; 2.31; 2.36,CB-011 - (CaMMouflage),NCT05722418,Multiple or Refractory Multiple Myeloma,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 RMAT granted by the FDA based on promising initial clinical data, noted March 31, 2026. Phase 1 data showed 92% ORR, 75% ≥CR, and 91% MRD negativity in 12 BCMA-naïve patients, with strong durability and safety; dose expansion starts by year-end, with 2026 data expected, noted November 3, 2025. Phase 1 first patient dosed March 29, 2023. FDA Granted Fast Track Designation on April 4, 2023.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,242000603,2026-05-08 02:35:46,99180575
NBTX,Nanobiotix S.A.,40.0100,31.16; 34.77; 41.86; 42.61; 45.49; 53.55; 48.24; 52.04; 55.07; 51.5; 49.48; 46.2; 43.16; 40.18; 41.01; 40.8; 40.5; 40.41; 40.4,NBTXR3 - (Study 1100),NCT03589339,Advanced Cancers,phase1,Data Released,Full Results,2026-12-31,"Phase 1 data due in 2026. Phase 1 safety and efficacy data presented at ASCO reported that anti-PD-1 naive patients reported a 48.0% (12/25) overall response rate (""ORR"") as per RECIST 1.1(3 CR; 9 PR), noted June 2, 2024. Phase 1 updated data released June 3, 2021, additional updated data showed that radiotherapy-activated NBTXR3 followed by anti-PD-1 was feasible and well tolerated in the complete dose escalation part, noted November 10, 2022. Tumor regression was observed in 76.9% (10/13) of evaluable patients.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,1936886821,2026-01-02 16:39:08,48410068
INAB,IN8bio Inc.,1.7800,1.61; 1.62; 1.58; 1.6; 1.58; 1.625; 1.6; 1.59; 1.59; 1.49; 1.42; 1.45; 1.57; 1.68; 1.67; 1.69; 1.8; 1.8; 1.87,INB-100,NCT03533816,"Allogeneic hematopoietic stem cell transplantation (HSCT), leukemias undergoing haploidentical stem cell transplantation",phase1,Data Released,Full Results,2026-12-31,"Long-term follow up results due in late 2026. Phase 1b data presented at ASH continues to demonstrate durable complete remissions (CR) with no relapses observed in any acute myeloid leukemia (AML) patients including those with high-risk disease after a median follow-up of 19.7 month, noted December 10, 2024. Phase 1b data reported that 100% of treated leukemia patients (n=10/10) achieved durable complete remission (CR) at 1-year, noted June 15, 2024. Phase 1b data presented at ASH demonstrated that 100% of evaluable leukemia patients (n=10) treated remained alive, progression-free, and in durable complete remission (CR) as of November 3, 2023, noted December 11, 2023. Phase 3 IND planned.",,9.87,60.87,Bull 50% / Neutral 50% / Bear 0%,17527818,2026-03-13 12:15:43,9847089
PRAX,Praxis Precision Medicines Inc.,338.4800,337.61; 333.3; 338.07; 333.28; 330.02; 331.81; 343.2; 346.84; 345.52; 342.58; 320.53; 320.61; 335.61; 350.56; 343.56; 350.6; 357.13; 352.63; 349.97,Relutrigine  (PRAX-562) - (EMERALD),NCT07010471,Dravet syndrome,phase1,Ongoing,Topline Data,2026-12-31,"Phase 1 topline results expected in 4Q 2026. Phase 1 trial recently initiated noted July 17, 2025. Enrollment to be completed in 2H 2026. sNDA due by 2027.",,10.76,60.67,Bull 0% / Neutral 100% / Bear 0%,9436407424,2026-05-08 12:54:51,27878774
BCAX,Bicara Therapeutics Inc.,20.7150,22.72; 23.16; 23.78; 23.09; 22.58; 22.92; 22.38; 20.99; 20.65; 20.23; 19.29; 20.03; 20.43; 20.84; 21.68; 21.98; 21.58; 21.75; 21.75,Ficerafusp alfa with pembrolizumab,,3L+ mCRC (RAS/BRAF wild type MSS),phase1,Data Released,Interim Data,2026-12-31,"Phase 1b expansion data due in 2H 2026.  Phase 1b expansion cohort data reported rapid, deep and durable responses with generally well-tolerated safety profile , noted February 20, 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1361055584,2026-05-12 14:52:02,65703866
ACRS,Aclaris Therapeutics Inc.,4.4250,4.53; 4.75; 4.78; 4.86; 4.93; 4.95; 4.88; 5.09; 4.8; 4.52; 4.4; 4.45; 4.53; 4.54; 4.52; 4.51; 4.58; 4.57; 4.55,ATI-052,,Asthma,phase1,Trial Planned,Initial Data,2026-12-31,Phase 1b trial planned for 1Q 2026. Phase 1b data due in 2H 2026.,,11.29,62.97,Bull -% / Neutral -% / Bear -%,618011784,2026-02-26 09:03:59,139663680
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,34.0300,35.35; 35.86; 36.34; 36.01; 35.73; 35.84; 35.81; 36.25; 35.31; 34.29; 34.03; 34.07; 34.32; 34.16; 34.07; 34.61; 34.56; 34.52; 35.32,TEV-‘408,,Vitiligo,phase1,Ongoing,Interim Data,2026-12-31,Phase 1b trial ongoing with data due in 2026. Phase 2b trial planned.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,39625449857,2026-01-11 19:38:00,1164426972
RPRX,Royalty Pharma plc,54.1750,49.977771498540086; 50.21670905152115; 50.49546952999906; 49.977771498540086; 50.565159649618536; 51.4213525478007; 51.47113120467176; 53.01426956767449; 53.163605538287655; 52.85; 52.07; 52.41; 53.06; 53.55; 54.5; 53.86; 53.97; 54.48; 55.76,TEV-‘408,,Vitiligo,phase1,Ongoing,Interim Data,2026-12-31,Phase 1b trial ongoing with data due in 2026. Phase 2b trial planned.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,31195709652,2026-01-11 19:38:00,575832204
IRON,Disc Medicine Inc.,70.1550,67.64; 67.59; 68.65; 67.53; 68.26; 69.23; 68.53; 70.03; 69.7; 66.86; 66.85; 64.07; 67.03; 67.13; 66.82; 68.12; 69.76; 70.8; 69.57,DISC-3405,NCT07187973,Sickle cell disease,phase1,Trial Planned,Initial Data,2026-12-31,Phase 1b trial initiated in October 2025. Phase 1b initial data due in 4Q 2026.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,2679857089,2026-05-05 08:33:13,38199089
ZLAB,Zai Lab Limited,17.1500,21.22; 20.98; 21.01; 19.765; 18.6; 19.59; 19.53; 20.47; 20.33; 20.59; 18.86; 18.37; 18.81; 19.1; 18.61; 18.45; 18.69; 18.48; 17.69,ZL-1503,,Atopic Dermatitis,phase1,Enrollment Initiation,Interim Data,2026-12-31,"Phase 1/1b first patient dosed December 8, 2025. Phase 1/1b clinical data due in 2026. Preclinical data reported a dose-dependent inhibition of both IL-31-induced scratching and IL-13-dependent pSTAT6 signaling over a 112-day observation period, demonstrating durable pathway suppression, noted April 20, 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,1926885815,2026-05-07 15:38:29,112354858
KZIA,Kazia Therapeutics Limited,12.8900,12.84; 13.45; 13.84; 13.41; 14.44; 14.1; 14.3; 14; 13.83; 13.16; 12.56; 12.08; 12.97; 13.17; 13.66; 12.51; 12.16; 12.67; 12.78,Paxalisib,,Triple-Negative Breast Cancer (TNBC),phase1,Data Released,Interim Data,2026-12-31,"Phase 1b study expanded based on continued encouraging safety, tolerability and clinical activity data observed to date, planned enrollment has increased from 12 to 36 patients, noted May 26, 2026.  Additional clinical trial updates are anticipated throughout 2026 and into 2027. Phase 1b data reported that treatment resulted in a significant reduction of exhausted CD8 T cells, with revitalization of cytotoxic and antigen-presentation pathways, noted December 10, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,147292728,2026-05-26 08:21:02,11426899
ACRS,Aclaris Therapeutics Inc.,4.4250,4.53; 4.75; 4.78; 4.86; 4.93; 4.95; 4.88; 5.09; 4.8; 4.52; 4.4; 4.45; 4.53; 4.54; 4.52; 4.51; 4.58; 4.57; 4.55,ATI-052,,"Healthy adults, atopic dermatitis (AD)",phase1,Enrollment Initiation,Topline Data,2026-12-31,"Phase 1b trial initiated January 12, 2025.  Phase 1b topline data due in 2H 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,618011784,2026-04-28 07:28:16,139663680
FBRX,Forte Biosciences Inc.,19.5250,28.51; 27.29; 26.52; 26.17; 24.02; 26; 24.29; 24.66; 23.96; 23.11; 20.97; 20.07; 20.31; 22; 21.59; 21.94; 21.47; 20.77; 19.07,FB102,NCT06905873,Vitiligo,phase1,Ongoing,Topline Data,2026-12-31,"Phase 1b topline data expected in 2026. First patient dosed, noted May 15, 2025.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,399848902,2026-05-11 09:49:28,20478817
SLDB,Solid Biosciences Inc.,7.2300,7.23; 6.9; 7.2; 7.07; 7.27; 7.68; 7.72; 7.38; 7.63; 6.92; 6.51; 6.08; 6.47; 6.5; 6.62; 6.88; 7.02; 7.07; 7.34,SGT-212 - (FALCON),NCT07180355,Friedreich's ataxia (FA),phase1,Ongoing,Initial Data,2026-12-31,"Phase 1b dosing commenced, noted January 12, 2026. Phase 1b initial data update expected 2H 2026. FDA Rare Pediatric Disease and Fast Track designations granted on December 1, 2025.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,711790651,2026-03-20 06:59:09,98449606
RCUS,Arcus Biosciences Inc.,25.0300,26.05; 26.06; 26; 24.78; 25.36; 24.86; 24.9; 25; 24.95; 23.78; 23.4; 22.75; 23.74; 23.87; 23.43; 24.13; 23.97; 24.48; 25.34,Casdatifan (AB521) + volrustomig,,Clear cell renal cell carcinoma (ccRCC),phase1,Data Released,Interim Data,2026-12-31,"Phase 1/1b additional data due in 2026, with zimberelimab combo data due in 2H 2026. Phase 1/1b data reported a 9.7-month median progression-free survival (mPFS) was reached for the 50mg twice-daily (BID) casdatifan monotherapy cohort of the Phase 1/1b ARC-20 study; mPFS was not yet reached for other cohorts, noted February 17, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,3148102245,2026-03-02 16:40:02,125773162
BMY,Bristol-Myers Squibb Company,54.7350,57.38; 56.95; 56.59; 56.25; 56.16; 55.67; 56.45; 56.39; 56.77; 57; 57.31; 58.31; 58.54; 59.55; 59.46; 58.03; 57.52; 56.91; 57.18,RYZ101 - (ACTION-1),NCT05477576,Gastroenteropancreatic neuroendocrine tumors,phase1,Data Released,Full Results,2026-12-31,"Additional Phase 1b data due in 2026. Phase 1b data presented at ESMO reported that  the confirmed ORR was 29.4%, with all five patients having a confirmed PR, noted October 22, 2023.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,111772769705,2025-08-04 14:04:58,2042071247
AZTR,Azitra Inc,0.2224,0.2559; 0.2463; 0.2452; 0.2377; 0.2343; 0.231; 0.2201; 0.2168; 0.1845; 0.18; 0.19; 0.19; 0.19699999999999998; 0.212; 0.2039; 0.21; 0.2066; 0.2053; 0.23,ATR12-351 - (ATR-12),NCT06137157,Netherton Syndrome,phase1,Ongoing,Topline Data,2026-12-31,"Phase 1b topline data is anticipated 2H 2026. Phase 1b dosing initiated, noted August 28, 2024.  Phase 1b initial safety data presented at the BIO International Convention showed that 50% have been enrollment and 6 patient were dosed with ATR12-351, showing that treatment has been generally safe and well-tolerated with occasional, transient, mild to moderate symptoms at application site, noted June 17, 2025.",,14.11,62.47,Bull 0% / Neutral 100% / Bear 0%,3601571,2026-05-13 08:46:31,16192438
ADCT,ADC Therapeutics SA,3.4150,3.68; 3.76; 3.86; 3.75; 3.5; 3.48; 3.43; 3.48; 3.36; 3.25; 3.17; 3.14; 3.24; 3.4; 3.39; 3.51; 3.43; 3.45; 3.4,ZYNLONTA (Loncastuximab Tesirine-Ipyl) - (LOTIS-7),NCT04970901,B-cell non-Hodgkin lymphoma,phase1,Data Released,Full Results,2026-12-31,"Phase 1b full data due by year-end 2026. Phase 1b enrollment completion expected 1H 2026. Phase 1b additional data presented at webcast showing an 89.8% ORR and 77.6% CR rate in r/r DLBCL patients treated with ZYNLONTA plus glofitamab, noted, December 3, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,434357805,2026-05-04 07:54:54,127191158
ORIC,Oric Pharmaceuticals Inc.,8.5400,9.63; 9.57; 9.3; 8.81; 8.85; 8.99; 8.83; 8.6; 8.34; 8.15; 7.93; 7.97; 8.41; 8.46; 8.32; 8.54; 8.58; 8.45; 8.45,Enozertinib (ORIC-114),NCT05315700,"Tumors - EGFR/HER2 Exon 20 Inhibitor, 1L NSCLC",phase1,Data Released,Full Results,2026-12-31,"Phase 1b combo data expected in 2H 2026.  Phase 1b data shared at ESMO Asia reported an 35% ORR (26% confirmed ORR) and 100% DCR in the 80 mg cohort, noted December 5, 2025. Phase 3 trial planned for 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,884039979,2026-05-05 11:57:40,103517562
IOVA,Iovance Biotherapeutics Inc.,4.0350,3.85; 3.98; 4.09; 3.55; 3.62; 3.7; 3.56; 3.66; 3.52; 3.45; 3.39; 3.46; 3.54; 3.7; 4.11; 4.1; 4.37; 4.3; 4.1,IOV-5001,,Advanced solid tumors,phase1,Ongoing,,2026-12-31,"FDA cleared the IND application for IOV-5001, an IL-12 tethered TIL therapy, enabling a Phase 1/2 basket trial in advanced colorectal, triple-negative breast, ER-low breast, and other solid tumors. Enrollment is expected to begin in H2 2026, noted June 1, 2026.",,7.66,60.87,Bull -% / Neutral -% / Bear -%,1801637168,2026-06-01 07:49:41,446502396
